songname,genre,tempo,beats,chromagram_stft,chromagram_cqt,rmse,spectral_cent,spectral_bw,spectral_rolloff,zero_crossing,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20
537,3,161.4990234375,49386,0.4625103374858931,0.50956606124351878,0.0586547,1240.4570246096732,1803.6783568858682,2485.9599677401798,0.051368170109326629,-257.47721283470969,142.51115259843246,30.273408917605192,48.201213741503317,-18.752418576873932,3.4410454471748086,13.811191509903191,-13.938132558070878,-1.4212603761515938,7.0563978317435794,-3.6253154840886972,6.0414731034646456,-7.0319389048182721,4.5469109278114734,-1.4129709029985398,-0.28500553680053325,1.0612498615002854,-1.707974894443361,0.16237263097894,1.2708229300661058
550,2,95.703125,28765,0.43691739744882119,0.56187875727725067,0.0841909,1741.7410089449845,2254.4134300628339,3758.4772730021286,0.066038149429179571,-176.63854290171088,118.12814822317736,11.564287145111424,28.705511078412446,9.8086469344425051,1.7753619509659422,-9.7643301602714327,10.792412894146826,-1.3622151699732274,0.22960234647920341,-4.7212508093264294,2.8394010579430153,-5.429373485829359,-0.1930098474195493,-7.444254358915007,-2.3847746976905042,-6.7037392290142215,-1.4496811289840006,-6.2550343186039727,-2.2145656181238254
585,4,95.703125,29698,0.44207926356609561,0.42375160087910385,0.204505,1266.8593384246526,1788.3148214430571,2650.4173066224844,0.039688724482391642,-172.53068498446564,131.50481574171539,13.563782345772626,38.174520248996679,14.506069636061781,20.177319695237696,8.5608425640064372,9.7853074642262037,5.3464385073498901,7.1155104464719994,2.8230636769898072,6.9746198174017238,-0.63743636971156514,5.4022028162112461,0.50520444120590535,2.111428963912712,-0.59409335621911397,1.3794144854958801,-1.5762636404013128,0.9840357731089554
621,3,99.38401442307692,31150,0.29399810480557548,0.47130146552347485,0.158946,1753.0572257657134,1893.8074141005238,3360.4890263422249,0.091847934619481028,-117.58440265554387,110.76427082274414,-23.85191800175879,22.431227372492678,-9.623634053418737,5.8456625442006844,-17.480841230093858,-2.2794512988816837,-19.46013808809866,-5.1680388764538794,-13.931131966449851,-11.08523734945199,-12.536747960673454,-8.3842616696300478,-6.8361155209031006,-3.679907758220982,-12.79183251457709,-9.5861112966075392,-9.7743578855449584,-6.3928431297139428
625,3,92.28515625,28234,0.27207772101075217,0.43200815836721779,0.186192,1707.3823516378468,1823.4120322128385,3267.5719081063758,0.086987758199496903,-123.81398882639134,113.13660115828134,-25.176427951349183,18.918416344869865,-0.40930794767081319,1.056866073960036,-10.002077481802834,-9.8429216277994129,-12.874232982707737,-1.5000129890409228,-9.1822499181810944,-5.297951283873493,-9.4295317955296039,-9.3513115136217682,-11.480489886793123,-10.478358774378066,-8.5081276821534892,-6.3308653054920443,-7.152910446259173,-4.2545683860093293
629,3,78.302556818181813,22517,0.4020434975981102,0.49068771702812064,0.107281,1999.9382386330487,2511.6146405289956,4955.5117013653735,0.057621344693304953,-184.27677607316005,80.090437293986014,19.91674347714309,51.711752719657987,5.288300032261489,23.050267283964988,7.5668561903906157,12.778010813753896,-1.8959752522347602,5.0515087212368845,1.4116367213779775,8.4093490783055138,1.3868141021577227,3.242378124088471,-2.3251557888728325,1.7151804988913801,-1.3751560330087262,1.1790407955817868,-6.2246840645090042,-2.5602283285069043
631,3,99.38401442307692,29503,0.31742330180602624,0.54391204421560069,0.100212,3214.1278766069508,2841.2150931768169,6788.1256197997291,0.20818128083881579,-95.378891121937869,53.509164652595452,-0.81291271541055787,1.2113666538637087,-2.2248091368802525,9.9688267908796515,-20.893850169803514,1.8721620903400424,-10.515865246418414,4.1652618450104484,-4.3437249630011472,-1.4388391792314248,-6.1716318224556597,0.55555174235825056,-6.0699094212494762,3.8852455810330913,-2.6732014897507761,3.8206005951579662,-4.2784506918808285,-0.19849710771457837
666,5,129.19921875,39978,0.3726374421714696,0.54817826014697402,0.149811,1638.2782760969585,1704.8322721830393,3530.5536512250869,0.077609885956849839,-98.130460096609823,146.27325710122551,-42.757122356374779,58.588124535736462,-36.300146928420595,19.186873643773907,-16.131489894972216,7.818186683841998,-11.866490331988981,-5.6155113679362882,-13.082988180161632,-7.8488403195704413,-8.3906698847958836,-8.346581012421959,-8.5558533896914426,-11.247009116099685,-9.9851156041496338,-9.0101415810437793,-5.7765803613489943,-1.9693072048642812
684,4,172.265625,51512,0.3085844814647774,0.41903977273257897,0.178487,1830.9965239655357,2291.7950605415463,4074.0286569277691,0.064248130083268781,-130.27583932100228,106.3820638434804,22.479601949630986,36.722469340233147,3.3034954646511641,15.71137524178209,-2.4603381369396855,9.2837937931341425,-8.8786255720475129,1.0223697445803479,-3.1196027450194128,-0.70464020628104584,-2.7672212500977578,1.9142256620572691,-5.6634413647057915,1.0776932746666097,-3.9364940161196338,-0.065973542983872799,-4.4625500622255787,-2.2341108105449941
694,4,112.34714673913044,32037,0.42449515173778463,0.54766188597198862,0.151115,3105.3966203192672,2836.5951732357612,6531.9938352602558,0.14776592431791796,-65.922692058193405,62.780691869600965,4.1195677897733258,16.941869980125361,9.3769918882818519,11.356285699574954,-7.6150432225968014,9.924635999505167,-6.2121567325836891,4.9743532186085826,-0.46015729769107405,6.2807593220002076,-2.1347580355142757,6.5050970048586132,-0.54482720686807451,6.8195726658672777,-1.0103787816332681,4.3899033856411558,-2.2848294828300042,5.4251954375421967
705,5,92.28515625,29157,0.41744324949449291,0.43312962336942901,0.297113,3103.2849383197354,2896.4411748455764,6738.1495729146491,0.10843134258810999,-18.249157700919543,52.041327481051873,2.983645291380419,18.696576319731161,4.4429999519958958,21.304855012794452,3.6586618331806293,17.525400389061708,-0.1856166923688608,3.6183631763380188,0.067673678690201064,10.33730281892147,-3.3142508514858187,4.2480358231527298,-3.0288359989113598,1.8741563301866702,-6.623307311565517,1.5649851009663609,0.60304425759517943,-0.28716793890099696
706,5,172.265625,51557,0.37281046663175355,0.52033232447308941,0.287301,3228.8580085848912,2898.3584972177327,6737.3759266761799,0.14712004764899381,-9.2795975017419376,54.259064790666613,19.044209274289454,28.719649971123442,-0.71713163816189218,17.12475277143378,-14.485526203070002,10.639523402214916,1.1866546041844288,9.3510767385345694,4.1780492141231802,2.1598381214843405,-4.31615743262061,9.4427705436800959,-7.5806097859293233,4.0946004742355226,-2.4032933617916874,-3.8716000967589226,-1.5189335194914451,0.15801369935674583
707,5,135.99917763157896,42376,0.38966076203960048,0.31928863800006119,0.349082,2320.3708343641702,2256.6023011212769,4547.9509396482863,0.061074491067970568,-69.758849549944415,59.521298939411182,-19.750004749960404,73.342701443485296,15.318124649470882,9.941025056801589,6.6807474727942013,11.777340483814529,2.3889568926039746,0.24207687047308932,-7.1046918449425096,8.4409494374192331,-7.8172507411059202,3.3616997096959067,1.0481642257101047,4.3903324026361119,-3.8217587105019009,-2.9145797840137719,5.1659036692824767,0.71355568246773904
717,3,75.999540441176464,21089,0.26989563941928424,0.47586876809690198,0.283502,994.82094652944784,1473.3678014896127,2116.7372003797409,0.045965330519543345,-118.46650596700053,136.81635779718064,-1.8244160066031998,69.01440624533727,1.1457323538384154,2.4097488673496397,5.0719877341121444,-3.0834692653276883,3.1979127018527262,2.6840916212702104,1.1180703865365551,3.5817460748809919,-22.053848924188586,-14.441430234849539,-8.3192550377035879,-10.039039450672606,-15.690559867783968,-9.3375646925964109,3.7555694359880354,11.958044820049551
819,6,83.354334677419359,26338,0.3959705591028192,0.45470159190778309,0.398684,2600.4755120378595,2893.5925904748328,6011.6636482923759,0.10750350715944272,-5.003399556996448,83.445501238299173,32.913257601157056,15.298728968133439,-2.9872531356647709,15.792448422688125,-9.4516939598719159,1.458135592507579,6.6438999863997141,-5.2201440200809337,3.397860821411272,0.44560558208936513,-4.3656917743682442,7.4924943844652914,-7.9992326852982494,5.704797172935538,-4.4381595591508631,3.6388571075585041,-2.5053773726473598,0.59231191887182666
821,7,107.666015625,32839,0.42543426855228644,0.38353173841759119,0.132991,1296.8832046185621,1853.169119599507,2621.375815565741,0.03455081148413313,-277.35037340078918,104.05868790685963,30.508482463085951,35.263351599511481,16.648565583706311,8.9782255906448381,11.122448713124054,8.7999067698767224,4.6179958283012361,11.865528774565403,2.444981693158867,3.6131452257731618,2.0776165886338323,5.1330622417295846,-0.29354076650200006,3.8776212217760553,1.7452703763449178,1.8692513500868946,-1.1683575552787928,2.9513333092610163
822,7,60.092659883720927,18473,0.45447055792901203,0.48912117439487829,0.184501,1148.8240285202355,1652.1399713710089,2272.6945906600718,0.043771844161184209,-188.31962994162635,151.56783568635731,14.987488604621561,20.168134891541015,5.7390088627393618,8.5676948326849427,16.024372633715672,6.897834396543117,3.6766373541707811,8.8359541873216347,0.50964813235634177,2.5863808563161745,1.0102151406815101,5.9251878283996158,1.6183292665462374,-0.011800347735287892,-0.68079845088111957,3.0615006830855283,-1.5071639605257956,2.5498128839555751
853,5,143.5546875,45251,0.23941208962724686,0.46948560674539713,0.173626,1215.5674471664208,1331.3417617966652,2223.1115571485584,0.066010938709365322,-137.08809140077426,160.30035233277579,-48.473463741323194,25.943376165913001,-27.506429891540499,3.8499091111628236,-21.957137013617217,-11.503429468767335,-11.87145435894984,-19.823787580664774,-4.9225134100180936,-18.042624194241245,-17.524236962107288,-6.1259566558883183,-11.471298651769809,-10.322445735639358,-5.6550126560931844,-10.413486403080361,-6.0675581816099555,-3.5206545710927175
891,3,123.046875,37757,0.32908987917307908,0.45312388390473596,0.022775,1136.7532847212915,1715.4580919258947,2180.4328002456914,0.039804944689194426,-349.79783264432541,145.73840297617576,7.1044816975103444,27.202127735728194,-2.6015583672504849,11.322626380634317,-6.4054236738199029,-1.5862830085737045,-13.544592472585951,-9.3220616316242246,-7.6652405524812188,-4.452068512429971,-8.8010420309474675,-4.3603806590430416,-10.035300890354137,-10.148540363330644,-8.9480134366893296,-6.1070171470345151,-16.191709038547835,-11.048724448979401
894,3,151.99908088235293,43902,0.29856835448973462,0.43468377664323649,0.260139,793.77191470202354,1262.546410415044,1341.605287961125,0.030184934159566228,-162.1305019101365,175.84788497747385,5.1014152231596634,29.956632795399788,-4.9495957403519837,17.363259945614058,5.9110046307630757,4.658927648531459,-13.076893917078335,-12.154407494969117,-11.303509184107627,-2.2705161926403368,-4.7437259844396156,-3.053722298691715,-11.281749385207325,-11.175087666459772,-10.881091791533352,-8.7530705614259219,-10.115453884188417,-5.0707210841887358
895,3,198.76802884615384,52379,0.3332312867066447,0.51211299762572604,0.212995,942.65532648786666,1169.2344623539452,1654.5566617888933,0.046776361140673371,-123.32012854989227,191.46607842053655,-34.340328738585264,23.167152062235616,-13.176339854010429,17.616314854367385,-15.633612996769578,-3.9380782259259091,-4.2740452115401109,-13.557259258521553,-12.588724017291232,-6.036797665445941,-16.262598283198489,-9.7191848265962193,1.3263162990655162,-10.599011312917758,-14.783532883632178,-10.729150777938907,-14.528009007067533,0.11326716172961433
897,6,143.5546875,38244,0.48427361930918178,0.69030278278599111,0.20402,4120.6093661339519,2652.1654323745697,7232.8479306247582,0.30719126414957432,30.308439079605741,12.216556847961973,-22.350135951332014,26.09866624872123,-5.1758433946184939,16.442593383573424,4.6341175451470971,11.562068730145919,3.4937258686101718,8.8615574250440599,-1.5842663184215422,6.0060363007032365,-2.1841766767067443,6.4873390383406466,-1.8836615892846706,2.7134517088780612,-3.9926578349708959,-0.67994003086043164,-2.3685003708645755,6.0795966276879936
898,6,75.999540441176464,2428,0.29856776099336896,0.4648499052735291,0.0521579,527.45362170648116,634.16677537562066,789.39522663506193,0.034265854779411763,-364.64770526684163,221.18494495740921,20.502539840491551,8.9901581367984758,6.5394476304627176,-16.157700779331268,-10.283854353122747,-0.74541550059873141,0.96868703178099791,-6.3177752400064175,-7.3964309140752773,-7.9532131283453076,-19.599312981498951,-21.649124355226963,-10.916829761928943,-5.9325016121929819,-11.69833068871262,-12.512457210400113,-4.6751044769053802,-5.0960432086689291
997,6,143.5546875,45295,0.63776082518704225,0.69538422341698669,0.352574,3232.7737355633531,2482.4670888468336,5999.9553857573046,0.15836072041892416,85.968285338305066,47.322462491157417,-36.449192058625293,25.479672943399184,-0.67223191936117588,17.452858049908652,-0.042042547016779806,15.256607791454929,9.2388322319858496,10.227937016488356,-1.273885013136931,8.2430610905029145,0.69778033802857753,5.7187667822174042,-0.71803492220915754,7.0742633162759336,0.034375091466642839,4.3560525729214099,-2.7819404836807435,3.3760005745576795
1087,8,89.102909482758619,28343,0.44413458485925816,0.47154070889493499,0.329451,2125.5965319291549,2096.0142900189658,4287.9657379244873,0.091716376620549531,-36.613908711977352,94.394526221635886,-24.83624479273664,65.084472902672545,-5.4202123130046154,17.007218877595673,11.96548929374068,6.0361905221785621,1.7100131196454704,15.700724884829514,-2.6989632140664161,1.4305772116381219,0.55123197096234633,6.3682881898062149,-0.36223146713615895,4.4598602641192304,-4.1512376249105456,-3.8182118344534466,0.99655929298002155,-1.570762362003383
1093,6,95.703125,22252,0.52294620599772834,0.66080479953143412,0.0445591,2003.7002360834581,2304.0502689935165,4234.8577257280376,0.095283248476199692,-189.9875246937959,115.42011575477157,-9.8111524327945734,10.929044106142914,0.5277562001034245,8.9636810974177195,2.9723476400520594,10.715899159179562,-3.6068616174606198,3.1021068539168186,-6.2686956810877579,2.0404605120970336,-1.8874611195906748,1.5776393549078673,-3.5065267029692739,3.6689924793685198,-3.0964841395360017,2.8915475636230004,-2.864636364834082,2.7975831738624262
1095,6,135.99917763157896,25954,0.35793274455110141,0.57377240460430468,0.0487197,1750.3452667265599,2102.8205322909798,3480.8372851864842,0.079355907144930335,-203.46588531191526,123.87416232623487,-10.59694078316379,17.286651585333519,-0.47318916495355473,-0.5482991579904275,0.3716016419515995,5.6103991938490703,-8.3956599561612464,1.7954703428119316,-0.2354155821680185,-1.5693650971966806,-6.3301108523205274,1.1862040849925521,-6.4714422842900614,-2.8906930314378725,-3.5094412162474211,2.0340401804258308,-4.2921349200787429,-0.96566272354008176
1126,8,151.99908088235293,46608,0.47750584546971192,0.493379901106001,0.182499,3134.6177514062633,2718.390954062922,6257.570494660652,0.18322413772252322,-2.1344708090065634,63.162207911595452,-12.63001185292058,23.360536252041122,6.4520768820485142,8.5979539422298146,1.9710937248951053,5.9995227571614622,2.0833037735391442,6.6598737594099662,1.8988890515782657,6.5020941732197119,0.025447770177137091,1.3249258414070348,-2.6185963937022287,1.9058231073536003,-2.6774239436475975,2.1863493133774363,-1.9792594062548092,-0.098141931930767409
1149,8,135.99917763157896,41909,0.40104048223790584,0.5640654757116097,0.0972322,2388.6632407272054,2188.6158305653921,4723.0270563032536,0.13843019280112315,-95.689193408688439,88.321000509063651,-30.888541642034497,36.321539549077897,-2.8185402553035068,14.690636836209366,-8.5355955999485271,9.8295254790591056,-3.8423320367374405,1.4586046237724184,-5.0983480523694515,5.5722959237362524,0.48201420362788133,2.500128790319692,-7.0759481915299505,-3.4530328781720829,-8.1253809867142834,-5.6682142105943303,-11.601684995485281,-3.8663898138559785
1196,3,143.5546875,45621,0.43284703972995137,0.57080298412726904,0.196437,1282.4174170541507,1802.6115997326322,2724.2251936496227,0.042391278057275543,-118.02707550449423,139.58586846261306,-4.5077441371733338,40.217800749826537,9.7828524775914385,17.462907967040888,1.3076810646767636,9.6712274038975927,0.49115314492926987,12.788869519046001,-0.60947678512862724,7.3259327078445979,-4.6410339384497554,2.7076094340705379,-1.1980019527972525,1.1640448425111343,-5.8062175827743587,1.0217630575160874,-3.0039857274310324,-0.87931594599410945
1278,6,161.4990234375,44235,0.35457840990489908,0.49571309553888221,0.132926,1556.1525378079921,1871.6163221137842,3068.8064433472814,0.068688171197755415,-140.17763872728611,141.12427679443638,-2.709388318097262,24.007078124194226,-0.20416117931805805,-0.40044712777830999,-8.0304719343969708,-1.0775517683282236,-13.176045595864087,6.6075551392174621,-8.823151935041377,2.6739149064490784,-4.276511294644842,-0.34932761290288999,-4.8738951635422758,-1.3000030738811972,-7.1527887733077362,-2.5833755810689536,-2.7321627708208238,-1.689873693632411
1450,8,198.76802884615384,59402,0.43831260365903435,0.67950387203982887,0.278533,2682.3052472793293,2282.0106727404896,4983.4698656395121,0.17808471301760836,26.471070529313195,74.261439432021504,-25.664084457177648,46.475110145124944,0.0005797838579960858,-0.25670678711933437,-1.7854251386585325,8.3759500980207129,-4.0729483958431718,6.3988904803147602,-5.7732345328841523,3.300981899424829,-2.9240103826502186,0.051220796986910865,-2.9653196545115676,4.5934176746493822,-6.4858926954872738,-0.38029833005030961,-1.3319126016890144,2.5414112917547538
1510,6,83.354334677419359,24302,0.34276019446007711,0.49431439939214566,0.0281683,3576.226936294076,2752.85606950994,6564.8915191106698,0.26092486747192101,-269.94278596250285,63.362005904612225,-2.3660484025410606,0.42108776909234769,6.2810676983429881,-4.7710002308066439,-15.727941450952411,0.24006006861655804,-23.365883622506477,-4.5559394047513102,-17.951231259364512,7.4745391417347804,-10.559890681520537,1.1866030298011629,-9.7307942788391006,-0.31252046187271759,-6.6976149832230476,-6.2488833177054621,-7.7084981383353623,-3.7558773648221355
1526,8,129.19921875,41248,0.46815344256282271,0.5683694977695416,0.302355,2949.893835464015,2834.9451976948803,6363.7698524876641,0.12433069187790248,-5.7417268739104372,55.834774601527265,6.8969699176761452,39.160350517115326,14.002309016184656,20.855196906925087,5.3559976969792613,11.200407618306278,2.8706885408856628,11.697896095355279,-1.7658810476150903,7.9813141738988111,-0.39262727774320871,4.7173783789884878,-2.8531863940346942,1.4966583593580087,0.065460135800896893,5.6530557063058886,-9.8360653809875522,0.72950379856843828
1545,3,117.45383522727273,22119,0.20251862208501778,0.37980079909456427,0.0632895,1298.2953975896726,1475.4842897190097,2447.8381546221435,0.063228450571262584,-290.59205366929064,128.74659983767759,-14.057273453757011,38.122366172538051,18.041527730533222,1.3032368670860914,9.2677601378147685,3.8396659004879683,-1.9435081250714337,3.0263770163660024,-5.9423614427477043,-11.442320583774597,-15.616456643796157,-12.485557135678127,-10.752492799666905,-11.49840691710596,-13.471309620939884,-11.649182536555433,-9.3568026064126411,-3.9895414372872287
1551,2,117.45383522727273,22913,0.50661468638720786,0.34538240016890642,0.217469,695.11171659226534,1249.6278815509688,1245.717467316902,0.015510110294117647,-187.57816141936485,178.67206641950597,10.75447980856061,33.577467491837723,9.5633994634521571,22.792312447556295,10.664747141527803,1.5306480761174055,-6.8294606739822283,8.8374628301829929,6.5369221263237351,0.57196598972111634,6.6075103808018669,7.9603595426632987,8.2036749668892739,6.4592994612069363,4.2466492116002827,5.3212348720551832,3.9977313881784555,1.7402500876793872
1556,2,258.3984375,79636,0.41852469898065625,0.5759471268756774,0.115614,578.92953683767621,747.30146712112844,965.49416178889317,0.036068564967105261,-249.96712460698205,245.53381005743901,-4.0272208571233215,18.027928540438786,-0.32310452043858551,-7.0591857495510899,9.8583914087175053,2.3596458642967186,1.5335848416319553,-10.072629033936288,-9.6843781912671059,7.0270832504322449,-5.5776302621887837,-9.3404176466461042,-3.2548293603233174,-5.3015505054919378,-1.2171700084369983,-2.4463698790129462,-10.634842794889602,-6.7099295757901611
1642,7,99.38401442307692,27297,0.38030365226420992,0.57096027694944029,0.118681,2833.4679671170356,2725.2662611693127,6097.771460943547,0.14275537260545665,-80.0605714710331,80.369793449955097,-0.78091254917891062,7.0599714167162064,-4.8072260577570329,4.4301875112618232,-3.8724942471276336,2.5153484639226908,-9.1693829841221177,2.6186482308644039,-6.657469941687876,2.8493414591228134,-5.5740831287617345,1.8635615580541696,-10.858210252141079,-1.7836515995813433,-8.7632003022747771,-2.9803232484779851,-4.8893128002430934,-0.75514001800316799
1644,7,135.99917763157896,42020,0.41978255522203994,0.50555982752727946,0.233824,3124.9392733831664,2825.4392869377871,6617.2349864853422,0.16865733238196595,15.632538674917461,65.269194438999449,1.6812786101587225,19.10708814998311,-1.3162687738983805,11.616443677490496,-5.1575702156929895,10.297112403802986,-3.5052713221612066,10.282235402500374,2.0729523849740055,2.2996426291733423,-6.4025184980176197,2.2792480961526613,-5.128231458755101,-3.9120072656932416,-6.7597115515908381,-1.859749885482213,-6.5903893551962023,-1.4812758599391642
1661,7,161.4990234375,50168,0.48751063633939756,0.64292460619206593,0.271881,2924.2365224160862,2545.3936040768299,5738.9319641302245,0.17792485003869968,42.967628035951954,70.849675046216703,-10.958082322914716,31.008606005087845,-7.1854666885020961,10.508154417654929,-4.700369858185053,1.7654406218181442,-6.5983231135462388,1.9743268928541566,-2.0401529169520543,4.2038067463071194,-8.2029305970696669,0.50770324693382318,-5.5018316074359515,-1.6557323859770297,-6.9559931600814755,0.41754827932568761,-5.2069943462319914,-1.7810849608444015
1663,7,161.4990234375,51016,0.4626882341509454,0.55439671998119022,0.115949,1870.9469207684804,1850.1837533552209,3821.1685605831558,0.089901950706269343,-120.95936525955204,114.94384300337848,-43.135187355418317,74.476143222606979,-2.5693562947424802,21.230004453814882,-2.5296511986500505,11.951121196130217,-2.9033779818358925,12.667253176205058,1.9879801691671279,6.7963774185778707,-5.2498170122104417,-0.93617357091874975,-4.457284029938668,-5.2390991217138723,-0.87232271492506486,-4.3060470030915452,-5.8516964155204985,-1.3245225102662719
1666,7,143.5546875,39982,0.27013285839039947,0.48079214699411271,0.107291,2173.381195862311,2054.6302981388785,4173.1247656854684,0.12067047213622291,-128.69735843219448,93.227489591976152,-27.515274797596405,39.366849526859419,-7.3056105924294821,10.626366690092972,-7.1764107716741208,7.5746153799705986,-10.29911850890826,7.3055465820766443,-11.688407700397892,-8.188666157403917,-6.9093861397000405,1.6153743402496521,6.646429852796885,0.37549063769123137,0.73544935037724934,3.4734193295835571,3.9548015383199462,7.1423257390042032
1671,6,135.99917763157896,42660,0.309479161301771,0.57043811338815831,0.045032,1321.9359346718495,1628.0333036892189,2455.6351511101975,0.052801645946207433,-247.12504984540678,150.85151929151434,-25.946676139243614,22.211859374105565,3.2533650699436283,-2.4142678965003821,-7.6186234225164311,1.3982420154778399,-19.889548799623739,-13.070082534683712,-15.041294027978097,-6.8462663670051516,-11.179903260396786,-3.0368403051542416,-6.1405093448890167,-1.4080379165969077,-11.959000495772637,-7.2434834927888376,-0.59460544387153225,4.0954420545143462
