songname,tempo,beats,chromagram_stft,chromagram_cqt,rmse,spectral_cent,spectral_bw,spectral_rolloff,zero_crossing,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20
620,143.5546875,43497,0.28650291277995699,0.45144499607193711,0.107355,1965.9939232404349,2256.9808192458372,4200.5745997000777,0.072877866195820429,-162.23331416863081,104.42207568765356,-3.5241819365676763,24.549144436716801,4.3859370102311406,0.43168220467513418,-7.3594116966857088,-0.20857497246031287,-11.977829441471446,-7.7394959641238916,-12.912157669445309,-3.5849013056132875,-8.1980482436296924,-4.8857099641793837,-7.8973881504913042,-6.4170319085158569,-11.776156102522695,-8.2483977449438939,-9.7107045504877547,-6.0209816374126
664,161.4990234375,52781,0.33917773156845754,0.43755152151670768,0.0796223,1409.2912959534258,1744.0082519675252,2780.4331871009094,0.059421787321013934,-205.32515990316924,142.58727952963346,-11.720216570925652,29.62421708229181,6.8800560983834913,2.3648409762794862,-2.2617160054230876,5.5268163148516312,-10.370455365148782,4.4494687471044889,-5.0141973124611816,-1.7979875379321808,-1.3728737452221464,3.8768724023265029,-2.9406553421308179,5.4982053429091842,-1.338735111906884,-0.21296084950826605,3.0986336982033005,1.4852745709875741
667,117.45383522727273,33581,0.45975583225595096,0.62147043979289684,0.128898,2058.7947502111688,1882.5528584332933,4188.4996727155085,0.11419734423374613,-86.653991244406598,127.95140189024907,-37.1501475525722,59.448591534310076,-46.764989488678346,21.67687440655682,-16.949675014163507,6.265397772868087,-13.965766600447408,-0.61839939208333705,-8.5990339216882781,1.4619852447017077,-9.048530820613518,-8.1191478704428057,-13.200249885686235,-8.802800887153527,-7.107060071630082,-5.3242400529056813,-2.606936531895196,0.34683288978162874
673,86.1328125,25956,0.38258946258547111,0.47543159741363378,0.19628,2028.740870506691,2417.1532812152668,4514.5419498269266,0.079300884125677776,-106.47563656442502,102.92610104347916,23.881838859293556,31.461399277818487,6.9549431711850289,12.183802681823865,-7.6660270996489785,10.173718939374883,-6.5423472549248061,2.8073502038639178,-6.9223554567239542,0.42238145815149397,-4.5634518075469854,2.6828242224240655,-3.6727478576908466,2.5543491637376907,-1.2486558543880477,0.05805020974649177,-3.494153461503831,-1.4488254963383
674,135.99917763157896,41924,0.33936994832631384,0.48327172136595536,0.160777,2810.815492520142,2796.5235183603086,6226.6567711863381,0.12491754817002323,-70.620658850922666,73.597566750548879,12.404033024729609,26.948335409772824,2.8029266296634776,7.0518154258061818,-7.2067661825758051,2.4925366255846861,-4.3008630063080595,-0.40506991784844448,-3.9766921356460965,-0.69820224089236171,-2.9722515015839925,-1.6336367206006723,-4.3777457118436507,0.72684016635775106,-6.4623978797236781,1.1361040145562429,-4.8583130506970162,0.23026733880844688
679,89.102909482758619,27849,0.34350238088402174,0.5037946238720945,0.178068,2053.2552812057447,2307.1268023179719,4371.8235641810179,0.086694109181501541,-82.788395147111231,108.3443107551948,4.2856846763694199,28.906121182259852,3.3361696372786493,9.3332289089518348,-4.4708743621909264,11.913718052339078,-12.717522177666758,0.27135459388813288,-2.7914044287458117,-0.064425331510423192,-3.1136257876354194,5.0238745541261034,-0.98923543287231419,6.7446689360347243,-4.2344656052181637,2.9184211417188513,-2.5606674398111231,-2.3292602550206341
680,151.99908088235293,46148,0.41908046729786741,0.3921293834935578,0.18214,1615.4534471672321,2404.5433144164308,3933.3873178495351,0.040365087625871418,-184.02781024433546,106.14686617224365,45.943119575120349,38.798991807938627,18.359590835570977,18.333488527754831,7.0984529689163036,9.8804214297994033,2.5997526383600711,7.9212667050388346,-5.8532951230658501,1.1740139943934791,-4.8877529316089863,1.4761046533506312,-11.052236449091852,0.3243783226059157,-5.9253228594307572,-7.7310939601380015,-8.3850399054703377,3.9906558627560691
695,184.5703125,58772,0.45242798009506285,0.57746842821832511,0.194276,2744.8379292118029,2569.5618437573835,5493.4917816067627,0.13900331668440402,-38.258841843276613,71.554519657858819,-12.42901631114535,18.354312348934705,-5.7675125241778424,12.263863447566408,11.084644111579722,6.9792588206453221,2.5128273636152163,8.7447060541623429,1.6189572744142455,12.827110899160067,2.5449665605683083,6.8919647918431659,-1.4579339937932279,4.570005180133947,-2.8307583844379303,1.6779747023384086,-2.8340212087101193,6.9083719394116274
696,172.265625,54249,0.55334346982709148,0.69246546472226511,0.357533,3143.2295355715837,2941.2804612260093,6844.2643972998158,0.17924687439484896,59.499682120501873,69.608256115055269,16.539917401395744,22.686803755244597,-4.1654920051252331,8.2266367057882341,-1.3599223816356441,-0.16859656951837707,-9.6917499771030613,-0.26306986170383184,-8.6193831492811714,1.6207809893289682,-10.173532403954365,0.65125488880357107,-8.1851581582930688,-2.4767184224822225,-10.364284020513262,-0.39600195372438768,-6.900412250823039,-1.751567061010636
704,135.99917763157896,42627,0.38871984857159725,0.51168799878866478,0.276781,3075.8662864728294,2931.3891168000969,6707.4426581562257,0.11027024532823393,-22.426494087294145,51.887826154264239,-0.10414172698310574,23.609792246879103,19.493610313887825,16.002249988856068,-0.68374729981170224,7.3142905385937791,1.0571057158642865,8.7515238242670925,-0.31290201639608839,6.1904822762501031,-5.2458784282211592,7.9968990674850975,1.4579829574063607,0.41684323511050297,-11.188805712687847,2.8075706519693147,2.0422824154944541,0.69328895499122734
708,172.265625,54011,0.42800752218662502,0.56631673832529428,0.295175,2229.200716351701,2625.0718438083704,5226.7305428810032,0.083595565453137108,-56.940222276942549,83.575854307498901,24.227965248431644,44.961107603189298,5.9554234405090867,2.7539087219047551,-0.7316547210313209,14.106385754890921,-0.49027440893424445,-0.09043087084631489,-3.4802402765822138,8.2474984717422117,-1.7023904290214888,3.4674390172559075,-2.9748245636553876,2.8593884208295148,-3.7865741734892469,-2.5312047999053098,-5.1626585450463445,2.8007202428681461
709,184.5703125,52685,0.33652513215792845,0.47477332051883592,0.224938,2261.9685733802048,2494.3180395898203,5052.8611127068016,0.087626832188467493,-66.142536498878158,88.88429153058442,1.5098338969567777,20.805944757992616,-1.1691929066980402,9.0928225785984544,-12.268209579310268,5.7576497324427027,-2.4508921230282836,5.7581289896446508,3.8821319295796339,9.3174464602078064,-3.6076490971265525,5.9037640211145979,-6.7200146565049224,1.6935941706509154,-5.2441449053772589,1.7697448934230979,0.23671025388174102,2.2376010826483421
714,123.046875,29855,0.32111470195911429,0.39692429711456728,0.303044,1216.4880145890954,1889.9155627403368,2609.1008897905381,0.04439353352360681,-118.37232158186656,131.74526424536185,7.8950920734211989,49.817360620682429,8.4046091507058609,-10.647074940957074,14.262900867681108,-7.8526253461518047,0.95354895709397658,2.7086939517795678,7.7136096164608574,5.8485267595346624,-7.6859358356083733,-3.8843640783857434,-9.1789199417943781,-7.1626494017995714,-10.795245443083539,-4.7305850504243718,-9.4946230435983558,3.1848499269845703
715,135.99917763157896,41990,0.20191540629117208,0.45448443309134268,0.143581,827.01037110802361,1064.3624565459538,1190.1094702375194,0.049141426204527862,-220.44875379181664,189.57619296331481,0.8917498297115497,-2.4635868899102618,-10.980665815709052,-3.505719534898029,-11.959635098021208,2.4655538810657509,-8.6211352952679103,-12.209308657626426,-1.4837413413493445,-11.348577648471966,-19.586291654439805,-4.2757665807027445,8.0134313248016174,10.264784872984198,11.570357355334659,5.2446295691312681,-1.5604209115016223,-2.0548575100739894
718,143.5546875,41631,0.28562712496927567,0.42327631340801464,0.12375,3127.8399546499363,2781.0684787474584,6540.1021195639032,0.13813484121033281,-91.330548890057784,48.758846701359097,-6.2573127464722544,9.7746001630259656,-32.156328681165625,-15.998114587371685,-13.763520841553991,4.6254737640401169,-18.448097792817716,-17.434609740302289,-12.081304869131403,1.0806300872063694,-15.680983074960418,3.1516424599076509,6.0661544034746653,11.933226640653254,-1.2128718657471429,1.5954287222755628,-9.3896917187138218,-6.8109437233378367
820,117.45383522727273,25769,0.43328870020632354,0.59266280570594665,0.32472,2390.1504907402573,2397.0259944619479,4849.4373427825076,0.11901326371420279,37.530659793208258,92.268297950060969,-26.580959627380693,10.563201316116059,7.9049540310017168,5.3393522210148241,-11.603445082736924,1.4548764268448211,-5.8406022732344658,0.28178087781683708,-10.314911588110734,-1.6743712880024608,-13.802902128049629,-4.6030289450368391,-7.8542955266040941,0.96512661279219714,-4.0114752566156726,1.4376801209686696,-2.8004486247152531,0.81977626004337778
823,129.19921875,40317,0.36892356146437111,0.45375874272848704,0.158746,1184.9537014354835,1852.4633488539566,2346.9941413808533,0.029600728037925697,-232.96995628235356,127.08622111950763,25.023530818184614,26.785322139415193,9.3470370092839072,11.705898762069831,7.9866479380762874,17.787491875664266,10.311492049277451,16.737632579221852,6.9363039806383453,-2.1795265005265101,-1.9927570856137471,-2.3266651372529772,-0.43242416031940217,0.14284213457368097,-3.7161891443919517,3.9661322345109467,-3.242449852747411,-4.0279201437945042
854,143.5546875,43879,0.55408590371291611,0.64760104950341479,0.284039,3811.5453322914577,2695.7968964725151,6820.1837592818792,0.24337456765189627,23.171542042558578,41.155240245767871,16.463056841247614,35.031018203656295,-9.4414618943863751,14.35029368980414,-9.3621376642088876,10.28522087669749,-7.5233407884555303,5.4726784891023739,-4.7916783395339611,8.2368949535821248,-3.7242247064383256,0.66711269130558437,-7.0136038196197159,-2.9617733520854821,-8.4865275667978626,2.6588554909637865,-3.0013884956260903,-0.63506149267789158
868,143.5546875,39286,0.53890251092375907,0.49991866553321712,0.236522,1110.2422412081196,2049.1949886610641,2257.4363495912344,0.023494566926277091,-157.63488330091641,112.31196837596501,35.955584971915854,45.250823429876078,16.729256252507305,22.200284153014575,9.4643292746754621,12.387076534131038,6.9121403701621782,5.3188416835318773,-7.4456746626161339,11.296428932559724,4.0578980696504736,3.1161075124012005,1.8473622809503392,4.2135921497377602,-3.534048078518623,5.9542483466380052,1.4991817939128984,6.8210604261094314
890,89.102909482758619,27132,0.36542726930484781,0.55351027708642297,0.0219234,1264.4120059810707,1620.089404118439,2571.4330695379067,0.064832479061773821,-300.78281058692767,153.32071112562775,-14.33442297923404,39.985622967746714,-21.33384775908641,10.554840244534121,-16.940557988928941,4.4883874089442619,-9.312195692855413,3.5352463604154414,-6.5965739279244122,11.175490527749865,-3.5333247911117946,-13.089115278654168,6.6709497030020843,-9.982972740242813,-3.0433220191473538,9.8265582611605744,-8.5175341276580134,-1.4686608173934779
893,123.046875,37863,0.33602228269237067,0.42682176824779239,0.0256722,885.34211869548437,1405.1870744397488,1577.9784778030596,0.035518584188613478,-368.03128055326886,166.58815306720732,6.7392726434480243,29.36840418738074,0.56628633301552289,16.624111816812594,-2.7435509960355011,1.7890735254466892,-11.127573924335923,-5.1343407719749585,-10.411358961459495,-8.246639970360345,-0.79596007982800787,-2.2510678653346128,-9.1526825550045618,-7.0124657136701289,-12.153084170734196,-4.9244648965411999,-4.9124380613135514,-4.7459317499743356
998,99.38401442307692,31066,0.63717503247548701,0.71170097400514287,0.391122,3177.1482210899921,2880.6834116047321,6841.3955274799091,0.11978170688903951,106.06376746143835,69.270311428466556,-7.1969408492959737,5.8814868092441133,-7.6847881108079008,8.7490178047409586,2.5747654346817859,8.9959033852977939,-1.5988915926632374,4.0265309046270694,-3.7697871896801587,3.1439697031626621,-2.8717432823704412,3.0746753237316504,-3.0743102210826363,2.8367681995317398,-3.8033964043478936,1.4368141447729841,-3.0764395601320218,3.2050637694788864
1029,129.19921875,36105,0.40526930218398943,0.54855914183399601,0.215712,1684.4175286838502,1939.2055640623028,3364.1129910023219,0.081635182856037158,-99.387466195017439,125.24287405417341,-5.4948315135114871,25.021606539663882,4.8906213920221555,2.9517958981499053,-2.6621923568721915,6.1024772400898026,0.68083425079813509,3.2579515896901623,-1.0275824070875992,3.6173674902801363,-4.2166376064801714,2.3359429857489094,-3.5441559162378331,-0.64471312980483098,-4.0132516223708548,-4.9265589566175434,-4.3790912703924194,4.8817215179451692
1069,99.38401442307692,28835,0.37047376566285234,0.51792015114824874,0.180016,2240.1450449502272,2097.219688911639,4325.9071751644733,0.13703318498452013,-42.890403740201251,97.94446610555724,-34.314103563481112,19.558573903859216,-1.5266629603511235,16.014694756686399,-5.2641192970683743,3.6782617696613955,3.0484150518162245,9.8494122508677737,-6.6872305233420972,0.62117917066328066,0.73945943140739701,5.5619133526293334,0.49372842812626261,6.3350467802741335,2.2082407502135726,7.8222015607562403,3.6456300650607618,0.018256044935338948
1082,86.1328125,26170,0.18256479020078609,0.30954276148463516,0.140299,1016.5607085571928,950.68017489749298,1503.7575736503484,0.064592579939047989,-273.3371364928019,144.77485886252063,-26.733415371545455,-21.822085790226161,-12.044491252493962,-18.631793650877917,-8.7815398627496695,-9.9505143840557757,-16.496457058337402,-9.1192785176929565,-4.3483441857936898,-14.154018251903281,-16.461149321735654,-11.380751792720991,-10.085700232978303,-8.307547624061991,-2.2986595318181013,4.0821871113111747,5.0750725734878186,0.89658294608420908
1083,172.265625,54673,0.34903344961788502,0.38374629159941265,0.295123,1634.5492199570972,1894.5593968996754,3273.9976051147364,0.06597886207397366,-29.658894807054814,128.75101114209085,-29.066980007171022,23.712634476570909,-4.5872730809291848,9.3320274635356313,2.5152267728461633,20.632857857310967,0.78128029181854564,5.5086019874842069,-0.35905612741489346,3.1040908441358468,-2.5350014080120968,7.5216411209664189,-6.5214123436542648,-0.97246875559913504,-5.9616279327019246,-5.6142042325124262,-7.8943760044459141,2.4315970086709306
1117,83.354334677419359,26222,0.41563752477622123,0.49600883164111687,0.205294,2329.0981867986166,2197.4245951045996,4385.6234807348101,0.12125210127225232,-32.098261094414248,87.160382338684627,-29.718611048560653,48.743831786721834,2.657587424545842,-2.4702013572364754,6.7620882259970774,9.3477228813005553,4.9218206686443562,3.4018833285235632,-3.6893699753896296,2.4119119980869677,-8.6824483498123524,1.7501528927473555,-4.8950282934531133,-5.5563558788958236,-11.80491329101028,-3.6831205221919712,-3.1901631761228666,-1.4228332852704901
1130,151.99908088235293,45437,0.49365310840686122,0.57383879558712092,0.171649,3099.3339991280418,2850.97733883107,6527.2938636803401,0.13941298918827399,-12.417346626111785,63.1929717888951,5.1242324352555713,33.45694236100038,3.9204690261001045,10.855948720927103,2.5595473430957418,7.1815248304691801,-0.14972853712794298,6.2851708600935083,0.068566553111948689,4.8800813862527583,-1.8700294995461051,2.0833755653727359,-4.1820949975631976,2.1125900088198764,-4.9119835066202748,1.2387385223107825,-4.4016231516132578,0.2720329327150659
1193,117.45383522727273,28734,0.34987833269998003,0.51080087404556307,0.171293,1140.1860928410388,1802.1048642026842,2235.7614806562015,0.034875828415247681,-154.73036427929293,140.66464520994606,15.116551646804696,38.447055463173662,10.114399326267804,16.141632558902906,-3.9677723537878902,0.33099182011640155,-10.898606780287977,-1.0150305578755883,-9.8731049268003552,-2.1876511102995089,-8.1847796095096434,-6.5366249093212137,-8.0718606679489682,-3.2995851549635096,-9.4659528790768821,-4.3468910006136623,-10.005125862174266,-3.2789548076699324
1199,123.046875,34548,0.2719427660985938,0.42511561173197182,0.12202,910.45968937361647,1683.3158038452164,1435.1163220479393,0.025510049825851394,-265.64650857560144,137.0948570928775,33.491897151347011,42.380292132385783,26.748814700603489,17.46763359318237,5.676584945458365,0.017597978515128197,-9.5576949996494971,-5.7391412939081681,-12.821929152199425,-5.4644193159143741,-8.3192596353837143,-6.6708765922720383,-8.1774508096720684,-7.5546614418516551,-8.6472998277804614,-2.2019033944332032,-6.9910337918939067,-3.9675844010780903
1249,103.359375,30948,0.57360930750723338,0.70322160829485503,0.582441,1696.733541004018,2080.5341105151801,3553.3118469427245,0.076294323239164089,48.932518305573559,131.83532254326215,-14.923669408883244,24.903134613536313,1.7529573955261577,16.014465824230456,1.1343562620734415,11.620646001313863,-3.9877080128732461,7.963946655128999,-3.1031946232969667,5.1973157806606336,-2.1430592824746251,3.6630141402358332,-4.602831476022093,3.0297980379986451,-3.747927818097446,3.9469396325157398,-5.9767787360605134,4.6577875992041857
1259,95.703125,30658,0.37741775637639924,0.52168024064404017,0.125131,2336.6073562406204,2164.5430733497142,4461.0813577846848,0.11509454213428792,-101.36075669493258,90.458495970868356,-34.431650533882021,29.401205214540465,-3.4240788408412501,7.8917469984218833,-2.1012907669202927,4.7456052429837552,-2.6524672059013392,6.2403671070531646,-7.4048857524597258,3.4968319785929065,-7.5140277147131718,-1.3073776914147937,-2.878887876132588,1.2758755479467634,-3.9170056845781462,0.97660885607198755,-3.7110166928852557,-0.15817971062290492
1270,75.999540441176464,23424,0.47544452366409196,0.59398847695250001,0.192778,2444.3555788709582,2090.1558887440037,4289.4907287030765,0.1645847946497678,-14.748530723539314,84.474779242948784,-37.738676089566709,50.871189915727456,6.1057338445286948,-9.2873896864011094,-15.582949225905457,-2.3512341906487912,-7.7289265230378579,7.5769080237897626,-1.417524940355382,5.630787420987633,-5.0651525153934127,5.9714460339898858,-7.8557078432825653,1.5968196734527089,-6.2379001941208889,0.20375078561933976,-7.0920952959671144,-2.7245327047421859
1277,129.19921875,40001,0.35748093426640443,0.6086482908015578,0.153654,2574.5489813029917,2455.3420664326613,5107.7691140189627,0.13738125544214397,-74.728309070940853,78.375540051974582,-14.835987233944161,21.666535181631236,-0.48802944261690334,6.4940961129682462,0.77148948811543361,1.0787736765697677,-1.6875368262605279,4.4124578459714643,-1.9471468065008437,-0.60210159820571285,-7.4731863028508725,-1.8004181012779303,-4.1520150227895121,-2.172933439855337,-0.35222423412891396,1.0051166868456178,-5.7428890195314599,2.0313872531500694
1498,151.99908088235293,48472,0.38234222595953798,0.45204543676365533,0.0352588,1537.1056171074472,1997.0876773565778,2958.3385275464757,0.058863798654144074,-333.33324877366658,120.38220740315259,31.439770285595035,32.067794367229617,2.0660501100531765,24.217699896187852,-5.4947656519080015,-0.63031988682205542,-3.2250126906377568,3.5077651266486889,0.7780776585108935,-4.4412524901319408,-0.19614640726926302,1.7782515985057468,3.3382072594587986,-3.197116804395292,-4.0140940510943706,6.1284569098358732,-3.7218122525575499,4.9079656445856452
1534,103.359375,30483,0.37161600173853915,0.55562715868716173,0.300707,2946.8402995829451,2764.0978563062345,6317.0368017426954,0.15246355275251547,26.645057289587495,66.793567777176605,-4.3115285720823913,17.253435426490654,3.0801098023065996,20.543136354331928,-0.79463050084207831,2.8851478865451048,-1.6213861014486945,10.259729051795274,-2.9268211407835407,4.8144362559991736,-5.9931967752281192,2.0984989909956786,-4.1100136288376001,1.4743674306926786,-2.6997131805245087,0.44306505070359969,-5.5252227839948418,4.4070610836952735
